LASRRA ID,First Name,Surname,Other Name,Matriculation Number,Sex,Date of Birth,Mobile Phone,Email Address,Institution,Campus,Programme Type,Faculty,Department,Enrollment Status,Photograph
LA-2023-0098,Maya,Adesina,Funke,LASUCOM/21/024,Female,5/13/2001,8189012098,maya.a@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,6AAQ6Ml3udCBYuFAdf5d,ysKFrKBqLxvQHxyr2Jb1,Enrolled,
LA-2023-0099,Evan,Olowofoyeku,Remi,LASTECH/24/023,Male,9/27/2003,9090123099,evan.o@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Full-time,FSRZ6o3ilrdEyUJDvkMp,J694B8RpGjCsFWBq546r,Enrolled,
LA-2023-0100,Aria,Akinbobola,Moji,LASTECH/24/024,Female,2/11/2000,7001234100,aria.a@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Full-time,rcrzL3nmpb9cGupjjYM8,4TVYos56o9xLYgz2D2ta,Enrolled,
LA-2023-0101,Usman,Danladi,Musa,LASCO/22/025,Male,8/14/2001,8031234567,usman.d@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,dGLfl8x8JB39eyWTtzSD,hiTs05zK1DXJoEwXOEDH,Enrolled,
LA-2023-0102,Nnamdi,Okafor,Chukwu,LASU/23/029,Male,2/19/2003,8142345678,nnamdi.o@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Ojo,Full-time,IBfNa7nUxsRLjrL3L8Cg,GdbyDv9N7ANTDIfDWmIf,Enrolled,
LA-2023-0103,Terhemen,Iorfa,Aondo,LASUCOM/21/025,Male,11/3/1999,9053456789,terhemen.i@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,xI5e0YceIWH2OWBwNERZ,J7eDgJhrgDRiwEzkRI3x,Enrolled,
LA-2023-0104,Asuquo,Bassey,Edet,LASTECH/24/025,Male,5/22/2002,7064567890,asuquo.b@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Part-time,FSRZ6o3ilrdEyUJDvkMp,J694B8RpGjCsFWBq546r,Enrolled,
LA-2023-0105,Osagie,Igbinedion,Nosakhare,LASCO/22/026,Male,9/11/2000,8075678901,osagie.i@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,IffTxMKa5pP1L8aPov4B,CSHdyJiNw8pk787kJDnv,Enrolled,
LA-2023-0106,Tari,Timipre,Ebikeme,LASU/23/030,Male,12/5/2001,8186789012,tari.t@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Epe,Full-time,kv2uxjfEqOeB5Pyw2RFm,zIiiQIeAyMm29LyFDxd2,Enrolled,
LA-2023-0107,Babatunde,Olatunji,Femi,LASUCOM/21/026,Male,4/30/1998,9097890123,babatunde.o@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,6AAQ6Ml3udCBYuFAdf5d,CzDBDvR5rTkjLNHkGvMy,Enrolled,
LA-2023-0108,Ovie,Efe,Oghenekaro,LASTECH/24/026,Male,1/15/2004,7008901234,ovie.e@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Sandwich,rcrzL3nmpb9cGupjjYM8,Xs6Dei4NU2Y77Qig6Ymt,Enrolled,
LA-2023-0109,Sani,Abba,Garba,LASCO/22/027,Male,7/8/2002,8019012345,sani.a@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,KdmVyifOdg6TBLSQMQE5,B5khS2gyQMuudnV8uLYp,Enrolled,
LA-2023-0110,Obinna,Nwosu,Kalu,LASU/23/031,Male,10/27/1999,8120123456,obinna.n@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Ojo,Full-time,tdhfXwI3QOGiX2vEgBw1,0mdjsyWCnUUsoUiXax0c,Enrolled,
LA-2023-0111,Effiong,Akpan,Udoh,LASUCOM/21/027,Male,3/14/2001,9031234567,effiong.a@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,xI5e0YceIWH2OWBwNERZ,dZVN7NyHXprhDN7Uja2n,Enrolled,
LA-2023-0112,Eromosele,Okojie,Akhigbe,LASTECH/24/027,Male,8/2/2003,7042345678,eromosele.o@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Full-time,rcrzL3nmpb9cGupjjYM8,4TVYos56o9xLYgz2D2ta,Enrolled,
LA-2023-0113,Preye,Diri,Alaowei,LASCO/22/028,Male,6/19/2000,8053456789,preye.d@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Part-time,KW7P3IAmuIF8UfA732bn,UsQcLDDsZIOunQFppdNR,Enrolled,
LA-2023-0114,Olamide,Adesanya,Kunle,LASU/23/032,Male,11/21/2002,8164567890,olamide.a@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Ojo,Full-time,BPbYyzQDo6HdXL8rupoR,SDL3qZCwG3APhPeSG1YY,Enrolled,
LA-2023-0115,Terkura,Suswam,Ortom,LASUCOM/21/028,Male,2/9/1998,9075678901,terkura.s@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,6AAQ6Ml3udCBYuFAdf5d,ysKFrKBqLxvQHxyr2Jb1,Enrolled,
LA-2023-0116,Chukwudi,Eze,Ugochukwu,LASTECH/24/028,Male,4/12/2004,7086789012,chukwudi.e@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Full-time,FSRZ6o3ilrdEyUJDvkMp,SY9eqlwAcYpRJqHplZJC,Enrolled,
LA-2023-0117,Tariq,Suleiman,Aminu,LASCO/22/029,Male,9/25/2001,8097890123,tariq.s@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,OxjSopvz2qXdlsFZgvLL,8GUV35coPpLObsDH7XV8,Enrolled,
LA-2023-0118,Oladapo,Awolowo,Segun,LASU/23/033,Male,5/18/1999,8108901234,oladapo.a@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Ojo,Sandwich,IBfNa7nUxsRLjrL3L8Cg,S48tsAT6wZFGpnp8BSOx,Enrolled,
LA-2023-0119,Mfon,Inyang,Etim,LASUCOM/21/029,Male,12/7/2002,9019012345,mfon.i@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,xI5e0YceIWH2OWBwNERZ,VoESoPL6RmT0h2SGAyHH,Enrolled,
LA-2023-0120,Nosakhare,Omoregie,Eghosa,LASTECH/24/029,Male,3/31/2003,7020123456,nosakhare.o@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Part-time,FSRZ6o3ilrdEyUJDvkMp,J694B8RpGjCsFWBq546r,Enrolled,
LA-2023-0121,Ikenna,Okeke,Chidi,LASCO/22/030,Male,8/24/2000,8031234567,ikenna.o@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,dGLfl8x8JB39eyWTtzSD,QlA5B9wfpxBVox8Y8xte,Enrolled,
LA-2023-0122,Aliko,Dangote,Sanusi,LASU/23/034,Male,1/16/2001,8142345678,aliko.d@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Epe,Full-time,kv2uxjfEqOeB5Pyw2RFm,7sOYGbPXpzR6BoU2F6Jn,Enrolled,
LA-2023-0123,Ayomide,Adeleke,Tobi,LASUCOM/21/030,Male,10/4/1998,9053456789,ayomide.a@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,xI5e0YceIWH2OWBwNERZ,J7eDgJhrgDRiwEzkRI3x,Enrolled,
LA-2023-0124,Efe,Ibori,Onoriode,LASTECH/24/030,Male,6/28/2004,7064567890,efe.i@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Full-time,rcrzL3nmpb9cGupjjYM8,Xs6Dei4NU2Y77Qig6Ymt,Enrolled,
LA-2023-0125,Ebube,Nwachukwu,Uche,LASCO/22/031,Male,3/9/2002,8075678901,ebube.n@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,IffTxMKa5pP1L8aPov4B,cbqMHNlywpDplArAs1Yu,Enrolled,
LA-2023-0126,Abubakar,Shehu,Kabir,LASU/23/035,Male,7/22/1999,8186789012,abubakar.s@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Ojo,Full-time,tdhfXwI3QOGiX2vEgBw1,vWe424ObhwZcVN1eMJ9v,Enrolled,
LA-2023-0127,Wike,Amaechi,Chibuike,LASUCOM/21/031,Male,5/11/2001,9097890123,wike.a@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,6AAQ6Ml3udCBYuFAdf5d,CzDBDvR5rTkjLNHkGvMy,Enrolled,
LA-2023-0128,Halima,Abubakar,Aisha,LASTECH/24/031,Female,9/3/2003,7008901234,halima.a@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Full-time,rcrzL3nmpb9cGupjjYM8,4TVYos56o9xLYgz2D2ta,Enrolled,
LA-2023-0129,Chidinma,Okoro,Amarachi,LASCO/22/032,Female,11/26/2000,8019012345,chidinma.o@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,KdmVyifOdg6TBLSQMQE5,B5khS2gyQMuudnV8uLYp,Enrolled,
LA-2023-0130,Dooshima,Akume,Ngodoo,LASU/23/036,Female,4/18/2002,8120123456,dooshima.a@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Ojo,Part-time,BPbYyzQDo6HdXL8rupoR,3c9TxLTuaCvbo2q05wgM,Enrolled,
LA-2023-0131,Edidiong,Ekpenyong,Imaobong,LASUCOM/21/032,Female,8/1/1999,9031234567,edidiong.e@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,xI5e0YceIWH2OWBwNERZ,dZVN7NyHXprhDN7Uja2n,Enrolled,
LA-2023-0132,Ese,Uduaghan,Tejiri,LASTECH/24/032,Female,12/13/2004,7042345678,ese.u@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Full-time,FSRZ6o3ilrdEyUJDvkMp,SY9eqlwAcYpRJqHplZJC,Enrolled,
LA-2023-0133,Ebi,Sylva,Pere,LASCO/22/033,Female,2/27/2001,8053456789,ebi.s@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,KW7P3IAmuIF8UfA732bn,UsQcLDDsZIOunQFppdNR,Enrolled,
LA-2023-0134,Folashade,Tinubu,Kemi,LASU/23/037,Female,6/10/1998,8164567890,folashade.t@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Ojo,Full-time,IBfNa7nUxsRLjrL3L8Cg,JX0b6qIu1SP15lzNOMLC,Enrolled,
LA-2023-0135,Osasere,Obaseki,Itohan,LASUCOM/21/033,Female,10/24/2002,9075678901,osasere.o@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,6AAQ6Ml3udCBYuFAdf5d,ysKFrKBqLxvQHxyr2Jb1,Enrolled,
LA-2023-0136,Zainab,Bello,Fatima,LASTECH/24/033,Female,5/6/2003,7086789012,zainab.b@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Part-time,rcrzL3nmpb9cGupjjYM8,Xs6Dei4NU2Y77Qig6Ymt,Enrolled,
LA-2023-0137,Nkiru,Uba,Ogechi,LASCO/22/034,Female,1/19/2000,8097890123,nkiru.u@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,OxjSopvz2qXdlsFZgvLL,8GUV35coPpLObsDH7XV8,Enrolled,
LA-2023-0138,Ekaette,Udom,Ini,LASU/23/038,Female,8/31/2001,8108901234,ekaette.u@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Epe,Full-time,kv2uxjfEqOeB5Pyw2RFm,a5rQHT9XXh8O5CBfXiiN,Enrolled,
LA-2023-0139,Tariere,Dickson,Boma,LASUCOM/21/034,Female,12/14/1999,9019012345,tariere.d@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,xI5e0YceIWH2OWBwNERZ,VoESoPL6RmT0h2SGAyHH,Enrolled,
LA-2023-0140,Yemisi,Osinbajo,Bisi,LASTECH/24/034,Female,3/28/2004,7020123456,yemisi.o@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Full-time,FSRZ6o3ilrdEyUJDvkMp,J694B8RpGjCsFWBq546r,Enrolled,
LA-2023-0141,Onome,Okowa,Ejiro,LASCO/22/035,Female,7/12/2002,8031234567,onome.o@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,dGLfl8x8JB39eyWTtzSD,DWjX6ELYCpUaWHRfhcex,Enrolled,
LA-2023-0142,Hauwa,El-Rufai,Jamila,LASU/23/039,Female,11/5/2000,8142345678,hauwa.e@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Ojo,Full-time,tdhfXwI3QOGiX2vEgBw1,0mdjsyWCnUUsoUiXax0c,Enrolled,
LA-2023-0143,Amaka,Nnamani,Chioma,LASUCOM/21/035,Female,2/17/2003,9053456789,amaka.n@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,xI5e0YceIWH2OWBwNERZ,J7eDgJhrgDRiwEzkRI3x,Enrolled,
LA-2023-0144,Ngodoo,Ortom,Mnena,LASTECH/24/035,Female,9/22/1998,7064567890,ngodoo.o@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Sandwich,rcrzL3nmpb9cGupjjYM8,4TVYos56o9xLYgz2D2ta,Enrolled,
LA-2023-0145,Mfoniso,Akpabio,Nsikak,LASCO/22/036,Female,5/9/2001,8075678901,mfoniso.a@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,IffTxMKa5pP1L8aPov4B,CSHdyJiNw8pk787kJDnv,Enrolled,
LA-2023-0146,Itohan,Igbinedion,Adesuwa,LASU/23/040,Female,1/30/2004,8186789012,itohan.i@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Ojo,Full-time,BPbYyzQDo6HdXL8rupoR,SDL3qZCwG3APhPeSG1YY,Enrolled,
LA-2023-0147,Tolulope,Fashola,Ronke,LASUCOM/21/036,Female,6/16/2000,9097890123,tolulope.f@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,6AAQ6Ml3udCBYuFAdf5d,CzDBDvR5rTkjLNHkGvMy,Enrolled,
LA-2023-0148,Safiya,Ganduje,Maryam,LASTECH/24/036,Female,10/4/2002,7008901234,safiya.g@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Full-time,FSRZ6o3ilrdEyUJDvkMp,SY9eqlwAcYpRJqHplZJC,Enrolled,
LA-2023-0149,Ogechi,Kalu,Nkechi,LASCO/22/037,Female,3/25/1999,8019012345,ogechi.k@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Part-time,KdmVyifOdg6TBLSQMQE5,B5khS2gyQMuudnV8uLYp,Enrolled,
LA-2023-0150,Imaobong,Duke,Affiong,LASU/23/041,Female,8/11/2003,8120123456,imaobong.d@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Ojo,Full-time,IBfNa7nUxsRLjrL3L8Cg,GdbyDv9N7ANTDIfDWmIf,Enrolled,
LA-2023-0151,Boma,Horsfall,Tonye,LASUCOM/21/037,Female,12/29/2001,9031234567,boma.h@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,xI5e0YceIWH2OWBwNERZ,dZVN7NyHXprhDN7Uja2n,Enrolled,
LA-2023-0152,Kemi,Fayemi,Tola,LASTECH/24/037,Female,7/6/1998,7042345678,kemi.f@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Full-time,rcrzL3nmpb9cGupjjYM8,Xs6Dei4NU2Y77Qig6Ymt,Enrolled,
LA-2023-0153,Tejiri,Omo-Agege,Rukevwe,LASCO/22/038,Female,2/21/2004,8053456789,tejiri.o@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,KW7P3IAmuIF8UfA732bn,UsQcLDDsZIOunQFppdNR,Enrolled,
LA-2023-0154,Binta,Matawalle,Hadiza,LASU/23/042,Female,9/8/2000,8164567890,binta.m@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Epe,Full-time,kv2uxjfEqOeB5Pyw2RFm,7sOYGbPXpzR6BoU2F6Jn,Enrolled,
LA-2023-0155,Chioma,Soludo,Ifeoma,LASUCOM/21/038,Female,4/15/2002,9075678901,chioma.s@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,6AAQ6Ml3udCBYuFAdf5d,ysKFrKBqLxvQHxyr2Jb1,Enrolled,
LA-2023-0156,Mnena,Alia,Sewuese,LASTECH/24/038,Female,11/20/2003,7086789012,mnena.a@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Full-time,FSRZ6o3ilrdEyUJDvkMp,J694B8RpGjCsFWBq546r,Enrolled,
LA-2023-0157,Nsikak,Enang,Idongesit,LASCO/22/039,Female,1/5/1999,8097890123,nsikak.e@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,OxjSopvz2qXdlsFZgvLL,8GUV35coPpLObsDH7XV8,Enrolled,
LA-2023-0158,Adesuwa,Oshiomhole,Eki,LASU/23/043,Female,6/23/2001,8108901234,adesuwa.o@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Ojo,Sandwich,tdhfXwI3QOGiX2vEgBw1,vWe424ObhwZcVN1eMJ9v,Enrolled,
LA-2023-0159,Ronke,Sanwo-Olu,Bola,LASUCOM/21/039,Female,10/10/2004,9019012345,ronke.s@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,xI5e0YceIWH2OWBwNERZ,VoESoPL6RmT0h2SGAyHH,Enrolled,
LA-2023-0160,Maryam,Ribadu,Asmau,LASTECH/24/039,Female,3/17/2000,7020123456,maryam.r@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Full-time,rcrzL3nmpb9cGupjjYM8,4TVYos56o9xLYgz2D2ta,Enrolled,
LA-2023-0161,Nkechi,Ikpeazu,Uchechi,LASCO/22/040,Female,8/5/2002,8031234567,nkechi.i@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,dGLfl8x8JB39eyWTtzSD,hiTs05zK1DXJoEwXOEDH,Enrolled,
LA-2023-0162,Affiong,Imoke,Ekanem,LASU/23/044,Female,12/2/1998,8142345678,affiong.i@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Ojo,Full-time,BPbYyzQDo6HdXL8rupoR,3c9TxLTuaCvbo2q05wgM,Enrolled,
LA-2023-0163,Tonye,Cole,Ibim,LASUCOM/21/040,Female,7/27/2003,9053456789,tonye.c@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,xI5e0YceIWH2OWBwNERZ,J7eDgJhrgDRiwEzkRI3x,Enrolled,
LA-2023-0164,Tola,Aregbesola,Sola,LASTECH/24/040,Female,2/14/2001,7064567890,tola.a@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Part-time,FSRZ6o3ilrdEyUJDvkMp,SY9eqlwAcYpRJqHplZJC,Enrolled,
LA-2023-0165,Rukevwe,Ibori,Voke,LASCO/22/041,Female,9/9/1999,8075678901,rukevwe.i@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,IffTxMKa5pP1L8aPov4B,cbqMHNlywpDplArAs1Yu,Enrolled,
LA-2023-0166,Hadiza,Rufai,Lami,LASU/23/045,Female,5/18/2004,8186789012,hadiza.r@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Ojo,Full-time,IBfNa7nUxsRLjrL3L8Cg,S48tsAT6wZFGpnp8BSOx,Enrolled,
LA-2023-0167,Ifeoma,Obi,Chika,LASUCOM/21/041,Female,11/22/2000,9097890123,ifeoma.o@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,6AAQ6Ml3udCBYuFAdf5d,CzDBDvR5rTkjLNHkGvMy,Enrolled,
LA-2023-0168,Sewuese,Akume,Hembadoon,LASTECH/24/041,Female,4/7/2002,7008901234,sewuese.a@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Full-time,rcrzL3nmpb9cGupjjYM8,Xs6Dei4NU2Y77Qig6Ymt,Enrolled,
LA-2023-0169,Idongesit,Akpan,Eno,LASCO/22/042,Female,1/31/2003,8019012345,idongesit.a@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,KdmVyifOdg6TBLSQMQE5,B5khS2gyQMuudnV8uLYp,Enrolled,
LA-2023-0170,Eki,Igbinedion,Imuwahen,LASU/23/046,Female,8/16/1998,8120123456,eki.i@student.edu.ng,tiOGCLZ3STaPgDmP9X6a,Epe,Full-time,kv2uxjfEqOeB5Pyw2RFm,zIiiQIeAyMm29LyFDxd2,Enrolled,
LA-2023-0171,Bola,Ambode,Funke,LASUCOM/21/042,Female,10/1/2001,9031234567,bola.a@student.edu.ng,NHlJvMrUGGAeI6Jd5pTg,Ikeja,Full-time,xI5e0YceIWH2OWBwNERZ,dZVN7NyHXprhDN7Uja2n,Enrolled,
LA-2023-0172,Asmau,Zulum,Aisha,LASTECH/24/042,Female,6/25/2004,7042345678,asmau.z@student.edu.ng,mBk6Dx5V03yQrnicjBuk,Main Campus,Full-time,FSRZ6o3ilrdEyUJDvkMp,J694B8RpGjCsFWBq546r,Enrolled,
LA-2023-0173,Uchechi,Uzodinma,Nneka,LASCO/22/043,Female,12/19/2000,8053456789,uchechi.u@student.edu.ng,THVMs2YaG7xV3AILO4Pl,Main Campus,Full-time,KW7P3IAmuIF8UfA732bn,UsQcLDDsZIOunQFppdNR,Enrolled,
LA-2023-0174,Jide,Olorunfemi,Tunde,LASCON/24/001,Male,2/14/2001,8011112222,jide.o@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,0cZhz8uCTrEBzaRDcfbB,Enrolled,
LA-2023-0175,Musa,Ibrahim,Aliyu,LASCON/24/002,Male,7/22/1999,8122223333,musa.i@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,mr4lfeBozpTv9TLByuvN,Enrolled,
LA-2023-0176,Chinedu,Okafor,Emeka,LASCON/24/003,Male,11/5/2002,9033334444,chinedu.o@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,TinYumBMKgdjdSsGm593,Enrolled,
LA-2023-0177,Abdullahi,Bello,Sani,LASCON/24/004,Male,4/18/2000,7044445555,abdullahi.b@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Part-time,iN0J9OpnKABEflgJ5axS,0cZhz8uCTrEBzaRDcfbB,Enrolled,
LA-2023-0178,Femi,Adeyemi,Oladapo,LASCON/24/005,Male,9/30/1998,8055556666,femi.a@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,mr4lfeBozpTv9TLByuvN,Enrolled,
LA-2023-0179,Emeka,Eze,Ugochukwu,LASCON/24/006,Male,1/12/2003,8166667777,emeka.e@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,TinYumBMKgdjdSsGm593,Enrolled,
LA-2023-0180,Kunle,Balogun,Ayomide,LASCON/24/007,Male,8/25/2001,9077778888,kunle.b@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,0cZhz8uCTrEBzaRDcfbB,Enrolled,
LA-2023-0181,Sadiq,Abubakar,Umar,LASCON/24/008,Male,12/8/1999,7088889999,sadiq.a@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Part-time,iN0J9OpnKABEflgJ5axS,mr4lfeBozpTv9TLByuvN,Enrolled,
LA-2023-0182,Obinna,Nwosu,Kalu,LASCON/24/009,Male,5/19/2002,8099990000,obinna.n@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,TinYumBMKgdjdSsGm593,Enrolled,
LA-2023-0183,Taiwo,Ojo,Kehinde,LASCON/24/010,Male,10/3/2000,8101010101,taiwo.o@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,0cZhz8uCTrEBzaRDcfbB,Enrolled,
LA-2023-0184,Kehinde,Ojo,Taiwo,LASCON/24/011,Male,10/3/2000,9012121212,kehinde.o@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,mr4lfeBozpTv9TLByuvN,Enrolled,
LA-2023-0185,Segun,Alabi,Babatunde,LASCON/24/012,Male,3/27/2003,7023232323,segun.a@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Part-time,iN0J9OpnKABEflgJ5axS,TinYumBMKgdjdSsGm593,Enrolled,
LA-2023-0186,Umar,Danjuma,Farouq,LASCON/24/013,Male,7/14/2001,8034343434,umar.d@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,0cZhz8uCTrEBzaRDcfbB,Enrolled,
LA-2023-0187,Ebube,Nwachukwu,Chidi,LASCON/24/014,Male,11/21/1998,8145454545,ebube.n@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,mr4lfeBozpTv9TLByuvN,Enrolled,
LA-2023-0188,Tare,Preye,Ebikeme,LASCON/24/015,Male,6/9/2002,9056565656,tare.p@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,TinYumBMKgdjdSsGm593,Enrolled,
LA-2023-0189,Idris,Usman,Kabir,LASCON/24/016,Male,2/28/2000,7067676767,idris.u@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Part-time,iN0J9OpnKABEflgJ5axS,0cZhz8uCTrEBzaRDcfbB,Enrolled,
LA-2023-0190,Akin,Adelabu,Oladapo,LASCON/24/017,Male,9/16/2004,8078787878,akin.a@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,mr4lfeBozpTv9TLByuvN,Enrolled,
LA-2023-0191,Chukwudi,Okeke,Ikenna,LASCON/24/018,Male,4/4/1999,8189898989,chukwudi.o@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,TinYumBMKgdjdSsGm593,Enrolled,
LA-2023-0192,Wasiu,Gbadamosi,Alade,LASCON/24/019,Male,12/11/2003,9090909090,wasiu.g@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,0cZhz8uCTrEBzaRDcfbB,Enrolled,
LA-2023-0193,Haruna,Yusuf,Isa,LASCON/24/020,Male,8/2/2001,7012123434,haruna.y@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Part-time,iN0J9OpnKABEflgJ5axS,mr4lfeBozpTv9TLByuvN,Enrolled,
LA-2023-0194,Nnamdi,Uba,Chibuzor,LASCON/24/021,Male,5/27/1998,8023234545,nnamdi.u@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,TinYumBMKgdjdSsGm593,Enrolled,
LA-2023-0195,Wale,Adebayo,Sunday,LASCON/24/022,Male,10/15/2002,8134345656,wale.a@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,0cZhz8uCTrEBzaRDcfbB,Enrolled,
